diameter_um,realised_percent,envelope_low_percent,envelope_high_percent
100.92076731,0.12970024,0.04904673,0.16716118
100.92176814,0.12871125,0.04805855,0.16617183
100.92276897,0.12771507,0.04706317,0.16517528
100.92376981,0.12672613,0.04607502,0.16418596
100.92477064,0.12572999,0.04507968,0.16318945
100.92577148,0.12474108,0.04409157,0.16220017
100.92677231,0.12374498,0.04309627,0.16120370
100.92777314,0.12274889,0.04210099,0.16020724
100.92877398,0.12176005,0.04111294,0.15921803
100.92977481,0.12076401,0.04011770,0.15822161
100.93077565,0.11977520,0.03912969,0.15723243
100.93177648,0.11877919,0.03813449,0.15623606
100.93277731,0.11779043,0.03714652,0.15524692
100.93377815,0.11679446,0.03615135,0.15425058
100.93477898,0.11580573,0.03516342,0.15326148
100.93577982,0.11480981,0.03416830,0.15226519
100.93678065,0.11382112,0.03318041,0.15127613
100.93778148,0.11282523,0.03218532,0.15027987
100.93878232,0.11182937,0.03119026,0.14928363
100.93978315,0.11084074,0.03020243,0.14829463
100.94078399,0.10984491,0.02920740,0.14729843
100.94178482,0.10885632,0.02821961,0.14630947
100.94278565,0.10786053,0.02722462,0.14531331
100.94378649,0.10687198,0.02623687,0.14432439
100.94478732,0.10587624,0.02524192,0.14332827
100.94578816,0.10488772,0.02425420,0.14233939
100.94678899,0.10389202,0.02325930,0.14134331
100.94778982,0.10289633,0.02226441,0.14034725
100.94879066,0.10190787,0.02127676,0.13935842
100.94979149,0.10091222,0.02028191,0.13836240
100.95079233,0.09992381,0.01929429,0.13737362
100.95179316,0.09892820,0.01829948,0.13637764
100.95279399,0.09793983,0.01731190,0.13538889
100.95379483,0.09694426,0.01631714,0.13439295
100.95479566,0.09595592,0.01532960,0.13340424
100.95579650,0.09496039,0.01433487,0.13240834
100.95679733,0.09396488,0.01334016,0.13141246
100.95779817,0.09297660,0.01235268,0.13042381
100.95879900,0.09198113,0.01135801,0.12942797
100.95979983,0.09099289,0.01037057,0.12843936
100.96080067,0.08999746,0.00937594,0.12744355
100.96180150,0.08900926,0.00838853,0.12645499
100.96280234,0.08801387,0.00739394,0.12545922
100.96380317,0.08702571,0.00640658,0.12447069
100.96480400,0.08603036,0.00541203,0.12347497
100.96580484,0.08503502,0.00441750,0.12247926
100.96680567,0.08404692,0.00343019,0.12149079
100.96780651,0.08305163,0.00243570,0.12049512
100.96880734,0.08206357,0.00144843,0.11950669
100.96980817,0.08106831,0.00045398,0.11851107
100.97080901,0.08008029,-0.00053324,0.11752267
100.97180984,0.07908508,-0.00152766,0.11652709
100.97281068,0.07809709,-0.00251484,0.11553873
100.97381151,0.07710192,-0.00350922,0.11454319
100.97481234,0.07610676,-0.00450357,0.11354766
100.97581318,0.07511884,-0.00549070,0.11255937
100.97681401,0.07412372,-0.00648502,0.11156388
100.97781485,0.07313584,-0.00747210,0.11057562
100.97881568,0.07214076,-0.00846638,0.10958017
100.97981651,0.07115291,-0.00945343,0.10859196
100.98081735,0.07015788,-0.01044767,0.10759655
100.98181818,0.06917007,-0.01143468,0.10660837
100.98281902,0.06817507,-0.01242887,0.10561300
100.98381985,0.06718010,-0.01342305,0.10461765
100.98482068,0.06619235,-0.01441000,0.10362953
100.98582152,0.06519741,-0.01540414,0.10263422
100.98682235,0.06420970,-0.01639105,0.10164614
100.98782319,0.06321480,-0.01738515,0.10065087
100.98882402,0.06222713,-0.01837203,0.09966283
100.98982485,0.06123227,-0.01936608,0.09866760
100.99082569,0.06024464,-0.02035292,0.09767960
100.99182652,0.05924982,-0.02134694,0.09668441
100.99282736,0.05825502,-0.02234094,0.09568924
100.99382819,0.05726745,-0.02332771,0.09470130
100.99482902,0.05627269,-0.02432167,0.09370616
100.99582986,0.05528515,-0.02530841,0.09271826
100.99683069,0.05429043,-0.02630233,0.09172317
100.99783153,0.05330294,-0.02728903,0.09073530
100.99883236,0.05230826,-0.02828291,0.08974025
100.99983319,0.05132080,-0.02926957,0.08875242
101.00083403,0.05032616,-0.03026341,0.08775741
101.00183486,0.04933874,-0.03125003,0.08676962
101.00283570,0.04834414,-0.03224383,0.08577465
101.00383653,0.04734956,-0.03323762,0.08477969
101.00483736,0.04636220,-0.03422418,0.08379197
101.00583820,0.04536765,-0.03521792,0.08279705
101.00683903,0.04438034,-0.03620444,0.08180936
101.00783987,0.04338583,-0.03719815,0.08081449
101.00884070,0.04239855,-0.03818463,0.07982684
101.00984153,0.04140409,-0.03917829,0.07883200
101.01084237,0.04041685,-0.04016474,0.07784439
101.01184320,0.03942242,-0.04115836,0.07684959
101.01284404,0.03842802,-0.04215197,0.07585482
101.01384487,0.03744084,-0.04313835,0.07486727
101.01484570,0.03644647,-0.04413192,0.07387253
101.01584654,0.03545933,-0.04511827,0.07288502
101.01684737,0.03446500,-0.04611179,0.07189032
101.01784821,0.03347790,-0.04709810,0.07090285
101.01884904,0.03248361,-0.04809159,0.06990819
101.01984987,0.03149655,-0.04907786,0.06892075
101.02085071,0.03050230,-0.05007130,0.06792613
101.02185154,0.02950807,-0.05106473,0.06693153
101.02285238,0.02852106,-0.05205094,0.06594416
101.02385321,0.02752687,-0.05304433,0.06494960
101.02485405,0.02653991,-0.05403050,0.06396226
101.02585488,0.02554576,-0.05502385,0.06296774
101.02685571,0.02455883,-0.05600998,0.06198044
101.02785655,0.02356472,-0.05700329,0.06098596
101.02885738,0.02257783,-0.05798938,0.05999870
101.02985822,0.02158376,-0.05898266,0.05900426
101.03085905,0.02058971,-0.05997591,0.05800984
101.03185988,0.01960288,-0.06096194,0.05702264
101.03286072,0.01860887,-0.06195515,0.05602825
101.03386155,0.01762208,-0.06294115,0.05504110
101.03486239,0.01662811,-0.06393432,0.05404675
101.03586322,0.01564136,-0.06492027,0.05305963
101.03686405,0.01464742,-0.06591341,0.05206533
101.03786489,0.01366071,-0.06689932,0.05107825
101.03886572,0.01266682,-0.06789242,0.05008398
101.03986656,0.01167294,-0.06888549,0.04908973
101.04086739,0.01068629,-0.06987135,0.04810271
101.04186822,0.00969246,-0.07086438,0.04710850
101.04286906,0.00870584,-0.07185020,0.04612152
101.04386989,0.00771205,-0.07284320,0.04512735
101.04487073,0.00672547,-0.07382898,0.04414041
101.04587156,0.00573172,-0.07482193,0.04314628
101.04687239,0.00474518,-0.07580767,0.04215938
101.04787323,0.00375146,-0.07680059,0.04116529
101.04887406,0.00275777,-0.07779349,0.04017122
101.04987490,0.00177129,-0.07877917,0.03918437
101.05087573,0.00077763,-0.07977203,0.03819035
101.05187656,-0.00020881,-0.08075767,0.03720354
101.05287740,-0.00120242,-0.08175049,0.03620955
101.05387823,-0.00218882,-0.08273609,0.03522278
101.05487907,-0.00318240,-0.08372887,0.03422883
101.05587990,-0.00416876,-0.08471444,0.03324210
101.05688073,-0.00516230,-0.08570718,0.03224819
101.05788157,-0.00614862,-0.08669270,0.03126150
101.05888240,-0.00714212,-0.08768540,0.03026763
101.05988324,-0.00813560,-0.08867808,0.02927377
101.06088407,-0.00912187,-0.08966355,0.02828714
101.06188490,-0.01011531,-0.09065619,0.02729333
101.06288574,-0.01110153,-0.09164162,0.02630674
101.06388657,-0.01209493,-0.09263422,0.02531297
101.06488741,-0.01308112,-0.09361961,0.02432641
101.06588824,-0.01407448,-0.09461217,0.02333268
101.06688907,-0.01506062,-0.09559752,0.02234616
101.06788991,-0.01605395,-0.09659005,0.02135247
101.06889074,-0.01704725,-0.09758255,0.02035879
101.06989158,-0.01803334,-0.09856784,0.01937234
101.07089241,-0.01902660,-0.09956031,0.01837870
101.07189324,-0.02001265,-0.10054556,0.01739229
101.07289408,-0.02100587,-0.10153799,0.01639869
101.07389491,-0.02199188,-0.10252320,0.01541231
101.07489575,-0.02298507,-0.10351559,0.01441876
101.07589658,-0.02397104,-0.10450076,0.01343242
101.07689741,-0.02496418,-0.10549311,0.01243890
101.07789825,-0.02595731,-0.10648543,0.01144540
101.07889908,-0.02694322,-0.10747055,0.01045912
101.07989992,-0.02793631,-0.10846284,0.00946566
101.08090075,-0.02892218,-0.10944791,0.00847942
101.08190158,-0.02991523,-0.11044016,0.00748600
101.08290242,-0.03090106,-0.11142520,0.00649980
101.08390325,-0.03189407,-0.11241741,0.00550642
101.08490409,-0.03287986,-0.11340241,0.00452026
101.08590492,-0.03387283,-0.11439458,0.00352692
101.08690575,-0.03486578,-0.11538673,0.00253360
101.08790659,-0.03585151,-0.11637167,0.00154750
101.08890742,-0.03684442,-0.11736378,0.00055421
101.08990826,0.19801793,0.11749937,0.23541620
101.09090909,0.19702272,0.11650496,0.23442062
101.09190992,0.19603474,0.11551777,0.23343227
101.09291076,0.19503956,0.11452340,0.23243672
101.09391159,0.19405162,0.11353625,0.23144841
101.09491243,0.19305649,0.11254191,0.23045290
101.09591326,0.19206137,0.11154760,0.22945742
101.09691410,0.19107349,0.11056051,0.22846917
101.09791493,0.19007841,0.10956623,0.22747372
101.09891576,0.18909057,0.10857918,0.22648550
101.09991660,0.18809553,0.10758494,0.22549010
101.10091743,0.18710772,0.10659793,0.22450192
101.10191827,0.18611273,0.10560373,0.22350655
101.10291910,0.18512496,0.10461676,0.22251842
101.10391993,0.18413000,0.10362260,0.22152309
101.10492077,0.18313507,0.10262846,0.22052778
101.10592160,0.18214736,0.10164155,0.21953970
101.10692244,0.18115246,0.10064745,0.21854443
101.10792327,0.18016479,0.09966058,0.21755640
101.10892410,0.17916993,0.09866652,0.21656117
101.10992494,0.17818230,0.09767968,0.21557317
101.11092577,0.17718748,0.09668566,0.21457798
101.11192661,0.17619989,0.09569886,0.21359002
101.11292744,0.17520511,0.09470488,0.21259486
101.11392827,0.17421756,0.09371812,0.21160694
101.11492911,0.17322282,0.09272418,0.21061183
101.11592994,0.17222810,0.09173026,0.20961674
101.11693078,0.17124060,0.09074356,0.20862888
101.11793161,0.17024592,0.08974968,0.20763382
101.11893244,0.16925847,0.08876302,0.20664600
101.11993328,0.16826382,0.08776917,0.20565099
101.12093411,0.16727641,0.08678255,0.20466320
101.12193495,0.16628181,0.08578875,0.20366823
101.12293578,0.16529443,0.08480217,0.20268049
101.12393661,0.16429987,0.08380840,0.20168555
101.12493745,0.16330532,0.08281466,0.20069064
101.12593828,0.16231800,0.08182813,0.19970295
101.12693912,0.16132350,0.08083443,0.19870807
101.12793995,0.16033622,0.07984794,0.19772043
101.12894078,0.15934176,0.07885428,0.19672559
101.12994162,0.15835452,0.07786783,0.19573798
101.13094245,0.15736009,0.07687420,0.19474319
101.13194329,0.15637289,0.07588780,0.19375562
101.13294412,0.15537850,0.07489421,0.19276086
101.13394495,0.15438414,0.07390064,0.19176612
101.13494579,0.15339700,0.07291429,0.19077861
101.13594662,0.15240267,0.07192077,0.18978391
101.13694746,0.15141557,0.07093446,0.18879644
101.13794829,0.15042128,0.06994097,0.18780178
101.13894912,0.14943422,0.06895470,0.18681435
101.13994996,0.14843997,0.06796125,0.18581973
101.14095079,0.14745294,0.06697502,0.18483234
101.14195163,0.14645873,0.06598161,0.18383776
101.14295246,0.14546454,0.06498821,0.18284320
101.14395329,0.14447758,0.06400204,0.18185586
101.14495413,0.14348343,0.06300869,0.18086134
101.14595496,0.14249650,0.06202256,0.17987405
101.14695580,0.14150239,0.06102924,0.17887957
101.14795663,0.14051550,0.06004315,0.17789231
101.14895746,0.13952143,0.05904988,0.17689787
101.14995830,0.13853458,0.05806382,0.17591065
101.15095913,0.13754055,0.05707059,0.17491625
101.15195997,0.13654654,0.05607737,0.17392186
101.15296080,0.13555975,0.05509138,0.17293470
101.15396163,0.13456577,0.05409820,0.17194036
101.15496247,0.13357902,0.05311225,0.17095324
101.15596330,0.13258509,0.05211911,0.16995894
101.15696414,0.13159838,0.05113319,0.16897186
101.15796497,0.13060448,0.05014010,0.16797759
101.15896580,0.12961781,0.04915422,0.16699055
101.15996664,0.12862395,0.04816116,0.16599632
101.16096747,0.12763012,0.04716812,0.16500212
101.16196831,0.12664350,0.04618230,0.16401513
101.16296914,0.12564971,0.04518930,0.16302097
101.16396997,0.12466313,0.04420352,0.16203402
101.16497081,0.12366938,0.04321056,0.16103990
101.16597164,0.12268284,0.04222482,0.16005299
101.16697248,0.12168912,0.04123190,0.15905890
101.16797331,0.12070263,0.04024620,0.15807204
101.16897415,0.11970895,0.03925332,0.15707799
101.16997498,0.11872249,0.03826765,0.15609116
101.17097581,0.11772885,0.03727481,0.15509715
101.17197665,0.11673523,0.03628199,0.15410316
101.17297748,0.11574883,0.03529638,0.15311639
101.17397832,0.11475525,0.03430360,0.15212244
101.17497915,0.11376889,0.03331803,0.15113571
101.17597998,0.11277535,0.03232529,0.15014180
101.17698082,0.11178903,0.03133976,0.14915511
101.17798165,0.11079553,0.03034706,0.14816124
101.17898249,0.10980924,0.02936157,0.14717459
101.17998332,0.10881578,0.02836890,0.14618076
101.18098415,0.10782234,0.02737626,0.14518694
101.18198499,0.10683612,0.02639083,0.14420035
101.18298582,0.10584271,0.02539822,0.14320658
101.18398666,0.10485653,0.02441283,0.14222003
101.18498749,0.10386316,0.02342027,0.14122629
101.18598832,0.10287702,0.02243491,0.14023978
101.18698916,0.10188369,0.02144239,0.13924608
101.18798999,0.10089759,0.02045707,0.13825961
101.18899083,0.09990430,0.01946459,0.13726595
101.18999166,0.09891104,0.01847212,0.13627232
101.19099249,0.09792499,0.01748686,0.13528590
101.19199333,0.09693176,0.01649443,0.13429230
101.19299416,0.09594575,0.01550922,0.13330592
101.19399500,0.09495257,0.01451683,0.13231237
101.19499583,0.09396660,0.01353165,0.13132603
101.19599666,0.09297345,0.01253930,0.13033251
101.19699750,0.09198752,0.01155416,0.12934621
101.19799833,0.09099441,0.01056185,0.12835273
101.19899917,0.09000132,0.00956956,0.12735927
101.20000000,0.08901545,0.00858448,0.12637303
