true_state,decoded_state
10.07729549,10.07618423
10.07746244,10.07618423
10.07762938,10.07618423
10.07779633,10.07618423
10.07796327,10.07618423
10.07813022,10.07618423
10.07829716,10.07618423
10.07846411,10.07618423
10.07863105,10.07618423
10.078798,10.07618423
10.07896494,10.07618423
10.07913189,10.07618423
10.07929883,10.07618423
10.07946578,10.07618423
10.07963272,10.07618423
10.07979967,10.07618423
10.07996661,10.07618423
10.08013356,10.07618423
10.0803005,10.07618423
10.08046745,10.0846849
10.08063439,10.0846849
10.08080134,10.0846849
10.08096828,10.0846849
10.08113523,10.0846849
10.08130217,10.0846849
10.08146912,10.0846849
10.08163606,10.0846849
10.08180301,10.0846849
10.08196995,10.0846849
10.08213689,10.0846849
10.08230384,10.0846849
10.08247078,10.0846849
10.08263773,10.0846849
10.08280467,10.0846849
10.08297162,10.0846849
10.08313856,10.0846849
10.08330551,10.0846849
10.08347245,10.0846849
10.0836394,10.0846849
10.08380634,10.0846849
10.08397329,10.0846849
10.08414023,10.0846849
10.08430718,10.0846849
10.08447412,10.0846849
10.08464107,10.0846849
10.08480801,10.0846849
10.08497496,10.0846849
10.0851419,10.0846849
10.08530885,10.0846849
10.08547579,10.0846849
10.08564274,10.0846849
10.08580968,10.0846849
10.08597663,10.0846849
10.08614357,10.0846849
10.08631052,10.0846849
10.08647746,10.0846849
10.08664441,10.0846849
10.08681135,10.0846849
10.0869783,10.0846849
10.08714524,10.0846849
10.08731219,10.0846849
10.08747913,10.0846849
10.08764608,10.0846849
10.08781302,10.0846849
10.08797997,10.0846849
10.08814691,10.0846849
10.08831386,10.0846849
10.0884808,10.0846849
10.08864775,10.0846849
10.08881469,10.0846849
10.08898164,10.09319273
10.08914858,10.09319273
10.08931553,10.09319273
10.08948247,10.09319273
10.08964942,10.09319273
10.08981636,10.09319273
10.08998331,10.09319273
10.09015025,10.09319273
10.0903172,10.09319273
10.09048414,10.09319273
10.09065109,10.09319273
10.09081803,10.09319273
10.09098497,10.09319273
10.09115192,10.09319273
10.09131886,10.09319273
10.09148581,10.09319273
10.09165275,10.09319273
10.0918197,10.09319273
10.09198664,10.09319273
10.09215359,10.09319273
10.09232053,10.09319273
10.09248748,10.09319273
10.09265442,10.09319273
10.09282137,10.09319273
10.09298831,10.09319273
10.09315526,10.09319273
10.0933222,10.09319273
10.09348915,10.09319273
10.09365609,10.09319273
10.09382304,10.09319273
10.09398998,10.09319273
10.09415693,10.09319273
10.09432387,10.09319273
10.09449082,10.09319273
10.09465776,10.09319273
10.09482471,10.09319273
10.09499165,10.09319273
10.0951586,10.09319273
10.09532554,10.09319273
10.09549249,10.09319273
10.09565943,10.09319273
10.09582638,10.09319273
10.09599332,10.09319273
10.09616027,10.09319273
10.09632721,10.09319273
10.09649416,10.09319273
10.0966611,10.09319273
10.09682805,10.09319273
10.09699499,10.09319273
10.09716194,10.09319273
10.09732888,10.09319273
10.09749583,10.10170774
10.09766277,10.10170774
10.09782972,10.10170774
10.09799666,10.10170774
10.09816361,10.10170774
10.09833055,10.10170774
10.0984975,10.10170774
10.09866444,10.10170774
10.09883139,10.10170774
10.09899833,10.10170774
10.09916528,10.10170774
10.09933222,10.10170774
10.09949917,10.10170774
10.09966611,10.10170774
10.09983306,10.10170774
10.1,10.10170774
