diameter_um,worst_percent,worst_um
107.75033362,0.22126271,0.23841130
107.95745847,0.22083820,0.23841130
108.16498147,0.22041450,0.23841130
108.37290339,0.21999162,0.23841131
108.58122499,0.21956955,0.23841130
108.78994703,0.21914829,0.23841131
108.99907030,0.21872783,0.23841131
109.20859555,0.21830819,0.23841130
109.41852357,0.21788935,0.23841131
109.62885513,0.21747131,0.23841131
109.83959100,0.21705408,0.23841131
110.05073196,0.21663764,0.23841131
110.26227879,0.21622200,0.23841131
110.47423227,0.21580716,0.23841130
110.68659318,0.21539311,0.23841130
110.89936231,0.21497987,0.23841131
111.11254043,0.21456742,0.23841131
111.32612834,0.21415574,0.23841130
111.54012682,0.21374488,0.23841131
111.75453666,0.21333478,0.23841130
111.96935866,0.21292549,0.23841131
112.18459360,0.21251698,0.23841131
112.40024228,0.21210924,0.23841130
112.61630550,0.21170230,0.23841131
112.83278404,0.21129612,0.23841130
113.04967872,0.21089073,0.23841130
113.26699032,0.21048612,0.23841130
113.48471966,0.21008230,0.23841130
113.70286753,0.20967924,0.23841130
113.92143474,0.20927695,0.23841130
114.14042209,0.20887544,0.23841131
114.35983039,0.20847470,0.23841131
114.57966046,0.20807471,0.23841130
114.79991310,0.20767551,0.23841130
115.02058912,0.20727707,0.23841131
115.24168934,0.20687939,0.23841131
115.46321457,0.20648248,0.23841131
115.68516563,0.20608632,0.23841130
115.90754335,0.20569094,0.23841131
116.13034853,0.20529629,0.23841130
116.35358200,0.20490241,0.23841130
116.57724459,0.20450930,0.23841131
116.80133712,0.20411692,0.23841130
117.02586041,0.20372531,0.23841130
117.25081529,0.20333446,0.23841131
117.47620260,0.20294434,0.23841131
117.70202317,0.20255497,0.23841130
117.92827782,0.20216636,0.23841130
118.15496739,0.20177849,0.23841130
118.38209272,0.20139136,0.23841130
118.60965464,0.20100497,0.23841130
118.83765400,0.20061933,0.23841130
119.06609164,0.20023442,0.23841130
119.29496839,0.19985025,0.23841130
119.52428511,0.19946683,0.23841130
119.75404263,0.19908414,0.23841131
119.98424181,0.19870217,0.23841130
120.21488349,0.19832095,0.23841130
120.44596853,0.19794046,0.23841130
120.67749777,0.19756069,0.23841130
120.90947208,0.19718166,0.23841131
121.14189230,0.19680335,0.23841130
121.37475930,0.19642577,0.23841130
121.60807393,0.19604891,0.23841131
121.84183705,0.19567277,0.23841130
122.07604952,0.39059473,0.47682262
122.31071222,0.38984534,0.47682261
122.54582600,0.38909739,0.47682261
122.78139173,0.38835087,0.47682261
123.01741028,0.38760579,0.47682261
123.25388252,0.38686215,0.47682262
123.49080932,0.38611990,0.47682259
123.72819156,0.38537909,0.47682258
123.96603011,0.38463972,0.47682259
124.20432585,0.38390178,0.47682262
124.44307966,0.38316524,0.47682262
124.68229242,0.38243009,0.47682260
124.92196501,0.38169637,0.47682261
125.16209831,0.38096405,0.47682260
125.40269321,0.38023317,0.47682263
125.64375060,0.37950363,0.47682260
125.88527137,0.37877553,0.47682261
126.12725640,0.37804882,0.47682261
126.36970660,0.37732351,0.47682261
126.61262284,0.37659959,0.47682262
126.85600604,0.37587706,0.47682263
127.09985709,0.37515588,0.47682259
127.34417688,0.37443614,0.47682262
127.58896632,0.37371774,0.47682261
127.83422630,0.37300074,0.47682261
128.07995775,0.37228509,0.47682259
128.32616156,0.37157083,0.47682259
128.57283863,0.37085797,0.47682262
128.81998989,0.37014645,0.47682262
129.06761623,0.36943629,0.47682261
129.31571858,0.36872747,0.47682258
129.56429785,0.36802005,0.47682259
129.81335495,0.36731398,0.47682260
130.06289081,0.36660926,0.47682260
130.31290634,0.36590588,0.47682259
130.56340247,0.36520386,0.47682259
130.81438011,0.36450319,0.47682259
131.06584021,0.36380387,0.47682260
131.31778368,0.36310590,0.47682263
131.57021145,0.36240925,0.47682261
131.82312445,0.36171394,0.47682261
132.07652362,0.36101994,0.47682258
132.33040989,0.36032729,0.47682258
132.58478420,0.35963599,0.47682261
132.83964748,0.35894601,0.47682261
133.09500068,0.35825733,0.47682260
133.35084473,0.35757000,0.47682262
133.60718059,0.35688395,0.47682258
133.86400919,0.35619924,0.47682259
134.12133148,0.35551585,0.47682259
134.37914842,0.35483377,0.47682259
134.63746095,0.35415299,0.47682260
134.89627002,0.35347353,0.47682261
135.15557660,0.35279534,0.47682258
135.41538163,0.35211850,0.47682261
135.67568607,0.35144294,0.47682261
135.93649089,0.35076864,0.47682258
136.19779705,0.35009569,0.47682262
136.45960550,0.34942398,0.47682259
136.72191723,0.34875358,0.47682259
136.98473318,0.34808449,0.47682262
137.24805434,0.34741668,0.47682263
137.51188167,0.34675010,0.47682258
137.77621614,0.34608486,0.47682263
138.04105874,0.34542087,0.47682262
138.30641044,0.34475814,0.47682261
138.57227221,0.34409669,0.47682261
138.83864504,0.34343652,0.47682261
139.10552991,0.34277761,0.47682262
139.37292780,0.34211995,0.47682259
139.64083971,0.34146359,0.47682263
139.90926661,0.34080844,0.47682259
140.17820950,0.34015459,0.47682262
140.44766937,0.33950198,0.47682262
140.71764721,0.33885061,0.47682261
140.98814402,0.33820052,0.47682263
141.25916080,0.33755162,0.47682259
141.53069855,0.33690400,0.47682258
141.80275826,0.33625765,0.47682262
142.07534095,0.33561250,0.47682261
142.34844761,0.33496860,0.47682260
142.62207925,0.33432593,0.47682259
142.89623689,0.33368450,0.47682259
143.17092154,0.33304430,0.47682260
143.44613419,0.33240535,0.47682262
143.72187589,0.33176760,0.47682261
143.99814763,0.33113108,0.47682262
144.27495043,0.33049577,0.47682261
144.55228533,0.32986170,0.47682263
144.83015334,0.32922883,0.47682262
145.10855549,0.32859717,0.47682261
145.38749279,0.32796674,0.47682263
145.66696629,0.32733749,0.47682259
145.94697702,0.32670947,0.47682260
146.22752599,0.32608266,0.47682261
146.50861426,0.32545705,0.47682262
146.79024286,0.32483262,0.47682259
147.07241281,0.32420942,0.47682262
147.35512518,0.32358739,0.47682261
147.63838099,0.32296657,0.47682262
147.92218130,0.32234692,0.47682260
148.20652715,0.32172848,0.47682261
148.49141958,0.32111121,0.47682259
148.77685966,0.32049514,0.47682260
149.06284842,0.31988024,0.47682260
149.34938693,0.31926652,0.47682259
149.63647625,0.31865400,0.47682262
149.92411743,0.31804263,0.47682260
150.21231153,0.31743245,0.47682263
150.50105962,0.31682342,0.47682261
150.79036276,0.31621557,0.47682260
151.08022201,0.31560888,0.47682260
151.37063845,0.31500337,0.47682261
151.66161315,0.31439900,0.47682259
151.95314718,0.31379580,0.47682260
152.24524162,0.31319378,0.47682262
152.53789754,0.31259286,0.47682258
152.83111602,0.31199316,0.47682262
153.12489815,0.31139456,0.47682260
153.41924501,0.31079713,0.47682262
153.71415767,0.31020085,0.47682263
154.00963724,0.30960568,0.47682259
154.30568480,0.30901169,0.47682260
154.60230144,0.30841884,0.47682262
154.89948826,0.30782710,0.47682260
155.19724635,0.30723650,0.47682259
155.49557681,0.30664705,0.47682259
155.79448074,0.30605873,0.47682261
156.09395924,0.30547154,0.47682262
156.39401343,0.30488545,0.47682260
156.69464439,0.30430051,0.47682260
156.99585325,0.30371669,0.47682260
157.29764111,0.30313397,0.47682259
157.60000909,0.30255240,0.47682261
157.90295830,0.30197192,0.47682259
158.20648986,0.30139258,0.47682262
158.51060489,0.30081432,0.47682260
158.81530450,0.30023718,0.47682259
159.12058984,0.29966115,0.47682259
159.42646201,0.29908624,0.47682261
159.73292215,0.29851241,0.47682260
160.03997139,0.29793970,0.47682261
160.34761085,0.29736807,0.47682260
160.65584169,0.29679756,0.47682262
160.96466502,0.29622811,0.47682259
161.27408200,0.29565977,0.47682259
161.58409375,0.29509255,0.47682262
161.89470144,0.29452639,0.47682261
162.20590619,0.29396131,0.47682261
162.51770916,0.29339732,0.47682260
162.83011150,0.29283442,0.47682261
163.14311436,0.29227260,0.47682263
163.45671890,0.29171185,0.47682261
163.77092626,0.29115218,0.47682262
164.08573762,0.29059357,0.47682261
164.40115413,0.29003605,0.47682262
164.71717695,0.28947959,0.47682262
165.03380726,0.28892420,0.47682260
165.35104621,0.28836989,0.47682262
165.66889498,0.28781661,0.47682260
165.98735474,0.28726442,0.47682261
166.30642666,0.28671327,0.47682259
166.62611192,0.28616320,0.47682262
166.94641171,0.28561417,0.47682261
167.26732720,0.28506620,0.47682261
167.58885957,0.28451927,0.47682260
167.91101001,0.28397340,0.47682260
168.23377971,0.28342858,0.47682262
168.55716986,0.28288478,0.47682259
168.88118165,0.28234207,0.47682262
169.20581628,0.28180037,0.47682261
169.53107495,0.28125970,0.47682260
169.85695885,0.28072010,0.47682262
170.18346918,0.28018150,0.47682260
